"name","address","city","state","zip_code","latitude","longitude","rating","review_count","is_open","categories"
"Ultimo Coffee","238 S 20th St","Philadelphia","PA","19103",39.949517,-75.174284,4,67,1,"Coffee Roasteries, Food, Coffee & Tea"
"Top Taste 2","7252 Elmwood Ave","Philadelphia","PA","19142",39.9141479401,-75.2415435389,4,5,1,"Restaurants, Caribbean"
"K & J Caribbean American Diner","5603 Greene St","Philadelphia","PA","19144",40.0338069,-75.175699,3.5,38,1,"Diners, Restaurants, Caribbean"
"Craftsman Row Saloon","112 S 8th St","Philadelphia","PA","19107",39.9491022,-75.1543329,3.5,246,1,"Pubs, Nightlife, Bars"
"iMunch Cafe","1233 N 31st St","Philadelphia","PA","19121",39.9759178,-75.1863302,4.5,155,1,"Breakfast & Brunch, Bakeries, Coffee & Tea, Salad, Sandwiches, Food, Restaurants"
"Nam Vang Restaurant","571 Adams Ave","Philadelphia","PA","19120",40.037561,-75.108069,3.5,38,1,"Vietnamese, Restaurants, Cambodian"
"Coney Shack","3818 Chestnut St","Philadelphia","PA","19104",39.9551689,-75.199335734,4,33,1,"Restaurants, Tacos, Asian Fusion, Mexican, Hot Dogs"
"Vista Peru","20 S 2nd St","Philadelphia","PA","19106",39.9494184,-75.1439592,4,193,1,"Peruvian, Nightlife, Bars, Cocktail Bars, Wine Bars, Restaurants"
"The Victor Cafe","1303 Dickinson St","Philadelphia","PA","19147",39.931653,-75.166327,4.5,437,1,"Restaurants, Bars, Performing Arts, Gluten-Free, Wine Bars, Nightlife, Italian, Arts & Entertainment"
"Metropolitan Bakery","262 S 19th St","Philadelphia","PA","19103",39.9482948,-75.1728154459,4,242,1,"Restaurants, Food, Cafes, Coffee & Tea, Bakeries"
"Manayunk Tavern","4247 Main St","Philadelphia","PA","19127",40.0245962,-75.221131,4,176,1,"Comfort Food, Restaurants, American (Traditional)"
"Cavanaugh's Rittenhouse","1823 Sansom St","Philadelphia","PA","19103",39.9511145,-75.17157,3.5,226,1,"Burgers, American (Traditional), Sports Bars, Restaurants, Gastropubs, Bars, Nightlife"
"Bing Bing Dim Sum","1648 E Passyunk Ave","Philadelphia","PA","19148",39.9289898,-75.1647415,4,557,1,"Cocktail Bars, Dim Sum, Nightlife, Restaurants, Chinese, Asian Fusion, Bars"
"England Pizza","2840 Cottman Ave","Philadelphia","PA","19149",40.0432577,-75.052707,3.5,29,1,"Pizza, Restaurants"
"Dairy Queen","1619 Grant Ave","Philadelphia","PA","19115",40.0873884142,-75.0399255753,4.5,12,1,"Fast Food, Ice Cream & Frozen Yogurt, Food, Restaurants, Burgers"
"Mi Pueblito Tacos","","Philadelphia","PA","19147",39.9288708,-75.1467161,4.5,29,1,"Restaurants, Mexican, Food Trucks, Food"
"Frozen Rolled Icecream","511 South St","Philadelphia","PA","19147",39.9420437,-75.1511886,4.5,24,1,"Ice Cream & Frozen Yogurt, Food"
"Morrell Tavern","3800 Morrell Ave","Philadelphia","PA","19114",40.0647222,-74.9872564,3.5,6,1,"Bars, Nightlife"
"Kitty's Luncheonette","2721 E Somerset St","Philadelphia","PA","19134",39.9788544,-75.1110948,4.5,29,1,"Restaurants, Sandwiches, American (Traditional), Breakfast & Brunch"
"Aldo's Pizzarama","10201 Bustleton Ave","Philadelphia","PA","19116",40.1085087244,-75.025526,4,102,1,"Restaurants, Pizza"
"Potbelly Sandwich Shop","1100 W Montgomery Ave, Ste B","Philadelphia","PA","19122",39.9795332,-75.1535048,3.5,25,1,"Restaurants, Salad, Sandwiches, Fast Food, Delis, Soup"
"Rita's Italian Ice","2124 South St","Philadelphia","PA","19146",39.9451138,-75.1777972,4,30,1,"Food, Shaved Ice, Desserts, Ice Cream & Frozen Yogurt"
"Tela's Market & Kitchen","1833 Fairmount Ave","Philadelphia","PA","19130",39.967417,-75.168217,4,265,1,"Specialty Food, Food, Breakfast & Brunch, Restaurants, Salad, Sandwiches, Grocery, American (New)"
"The Original Charlie's Pizza","9910 Frankford Ave","Philadelphia","PA","19114",40.0648947115,-74.9859445267,4,11,1,"Restaurants, Pizza"
"Circ At the Philadelphia Marriott Downtown","1201 Market St","Philadelphia","PA","19107",39.9526549,-75.1606488,3.5,16,1,"Bars, Nightlife"
"Umi Sushi And Seafood","51 N 12th St","Philadelphia","PA","19107",39.9535371257,-75.1590228,4.5,6,1,"Food, Specialty Food, Seafood Markets, Restaurants, Sushi Bars"
"The Q Food truck","","Philadelphia","PA","19113",39.8654657,-75.2741557,3.5,6,1,"Food Trucks, Food"
"Golden Fish Market","51 N 12th St","Philadelphia","PA","19107",39.9531593,-75.1590984,4,9,1,"Seafood Markets, Food, Specialty Food"
"Founded Coffee & Pizza","3300 Henry Ave","Philadelphia","PA","19129",40.0126210289,-75.1836797854,4,104,1,"Salad, Restaurants, Coffee & Tea, Pizza, Food"
"Royal Boucherie","52 S 2nd St","Philadelphia","PA","19106",39.9487583,-75.1440827,4,228,1,"Live/Raw Food, Restaurants, Brasseries, American (Traditional), Bars, Nightlife"
"JG SkyHigh","1 N 19th St, Fl 60","Philadelphia","PA","19103",39.9552040814,-75.1709829249,4,129,1,"Lounges, Seafood, Bars, Cocktail Bars, Restaurants, French, American (New), Nightlife"
"Yellowtail","1218 Pine St","Philadelphia","PA","19107",39.9450373,-75.1620739,3.5,120,1,"Thai, Japanese, Sushi Bars, Restaurants"
"Fishtown Market","2328 E Norris St","Philadelphia","PA","19125",39.977509,-75.128817,4.5,20,1,"Restaurants, Grocery, Food, Delis"
"Whole Foods Market","2101 Pennsylvania Ave","Philadelphia","PA","19130",39.963185,-75.174306,3.5,208,1,"Grocery, Food, Beer, Wine & Spirits, Organic Stores, Specialty Food, Health Markets"
"Ding Tea Philadelphia","821 Adams Ave","Philadelphia","PA","19124",40.0314842907,-75.1039324231,4,36,1,"Food, Bubble Tea, Coffee & Tea, Ice Cream & Frozen Yogurt, Internet Cafes"
"Otto’s Taproom","1216 N 29th St","Philadelphia","PA","19121",39.9751372788,-75.183512288,4.5,10,1,"Bars, Lounges, Nightlife, Beer Bar"
"Menagerie Coffee","18 S 3rd St","Philadelphia","PA","19106",39.9496727,-75.1459188,4.5,390,1,"Coffee & Tea, Food"
"Square Pie","801 E Passyunk Ave","Philadelphia","PA","19147",39.9385948,-75.1526455,4.5,145,1,"Italian, Pizza, Restaurants"
"New England Pizza","2417 Welsh Rd","Philadelphia","PA","19114",40.0722499474,-75.0311222039,3.5,40,1,"Pizza, Restaurants, Sandwiches"
"Cafe Liz","5437 N Lawrence St","Philadelphia","PA","19120",40.0342467,-75.1298054,4.5,25,1,"Iberian, Nightlife, Restaurants, Bars, Portuguese"
"The Original Tony Lukes","39 E Oregon Ave","Philadelphia","PA","19148",39.9141065086,-75.1487272304,4,1910,1,"Sandwiches, Fashion, Used, Vintage & Consignment, Cheesesteaks, Restaurants, Breakfast & Brunch, Shopping"
"Bistro Perrier","4207 Walnut St","Philadelphia","PA","19104",39.9551006,-75.2074747,4,77,1,"Colleges & Universities, Bars, Specialty Schools, Cooking Classes, Food, Mediterranean, American (New), Nightlife, Arts & Crafts, Restaurants, Cooking Schools, Education, Shopping, Bakeries, French, Wine Bars"
"Art in the Age","116 N 3rd St","Philadelphia","PA","19106",39.9525863309,-75.1452570203,4.5,92,1,"Food, Men's Clothing, Fashion, Accessories, Distilleries, Cocktail Bars, Tasting Classes, Beer, Wine & Spirits, Bars, Nightlife, Shopping, Education"
"Mr Wish","189 Franklin Mills Blvd","Philadelphia","PA","19154",40.0885892,-74.9659343,4.5,12,1,"Juice Bars & Smoothies, Food, Bubble Tea"
"QQ Deli Market","1231 Race St","Philadelphia","PA","19107",39.9560857,-75.1603557,3.5,5,1,"Delis, Convenience Stores, Food, Sushi Bars, Restaurants"
"Paradise Inn","2720 W Girard Ave","Philadelphia","PA","19130",39.9740992,-75.1812936,5,8,1,"Chinese, Restaurants"
"Sunday's Best","41 N 52nd St","Philadelphia","PA","19139",39.9609773,-75.2243756,4.5,9,1,"Restaurants, Caribbean"
"Four Seasons Diner","2811 Cottman Ave","Philadelphia","PA","19149",40.0441858,-75.0529466,3.5,195,1,"Diners, Restaurants"
"Zaccone's Restaurant","3151 Cottman Ave","Philadelphia","PA","19149",40.040781,-75.0478131,3.5,48,1,"Italian, Restaurants"
"Artisan Boulanger Patissier","1218 Mifflin St","Philadelphia","PA","19148",39.9264181,-75.1664513,4.5,194,1,"Coffee & Tea, Bakeries, Restaurants, Food, French"
"Burrata","1247 S 13th St","Philadelphia","PA","19147",39.9339252433,-75.1652430743,4.5,155,1,"Restaurants, Italian"
"Prince Tea House","203 N 9th St","Philadelphia","PA","19107",39.9553481,-75.1540592,4.5,176,1,"Sandwiches, Food, Desserts, Coffee & Tea, Restaurants, Tea Rooms"
"Tacotacomexican","261 S 44th St","Philadelphia","PA","19104",39.953222,-75.210254,4.5,49,1,"Mexican, Restaurants"
"Yamitsuki Ramen","1028 Arch St","Philadelphia","PA","19107",39.9535423,-75.1574552,3.5,478,1,"Japanese, Bubble Tea, Shaved Ice, Food, Izakaya, Sushi Bars, Ramen, Restaurants, Bars, Cocktail Bars, Beer, Wine & Spirits, Nightlife"
"Dunkin'","9900 Frankford Ave","Philadelphia","PA","19114",40.0648965,-74.9831819,3.5,5,1,"Coffee & Tea, Food, Donuts"
"Lightbox Cafe","704 S 4th St","Philadelphia","PA","19147",39.9404206,-75.1496878,5,5,1,"Restaurants, Tea Rooms, Food, Juice Bars & Smoothies, Vegan"
"McCusker's Tavern","2601 S 17th St","Philadelphia","PA","19145",39.9186773,-75.1757308,4.5,29,1,"Pubs, Bars, Nightlife, Dive Bars, Gay Bars"
"Locust Rendezvous","1415 Locust St","Philadelphia","PA","19102",39.9484648948,-75.1658053,4,230,1,"Bars, Beer Bar, Restaurants, Salad, Dive Bars, Nightlife"
"Falafel Time","2214 South St","Philadelphia","PA","19146",39.9451651,-75.1791734,4.5,83,1,"Restaurants, Mediterranean, Middle Eastern, Halal"
"Founding Fathers Sports Bar & Grill","1612 South St","Philadelphia","PA","19146",39.9439544,-75.1692787,3.5,173,1,"Restaurants, Sports Bars, Bars, Nightlife, American (New)"
"Bison Coffee","1600 Callowhill St","Philadelphia","PA","19130",39.9599273,-75.1657232,4.5,10,1,"Cafes, Restaurants, Food, Coffee & Tea"
"ALDI","9303 Krewstown Rd","Philadelphia","PA","19115",40.0853388,-75.0458922,4.5,9,1,"Fruits & Veggies, Discount Store, Food, Grocery, Shopping, Meat Shops, Specialty Food, Organic Stores, Beer, Wine & Spirits"
"Haegeles Bakery","4164 Barnett St","Philadelphia","PA","19135",40.0263317,-75.0572246,5,45,1,"Restaurants, Food, Bakeries"
"The El Bar","1356 N Front St","Philadelphia","PA","19122",39.9717648,-75.1354975,4,160,1,"Restaurants, Dive Bars, Bars, American (New), Nightlife"
"Children's Hospital of Philadelphia Cafeteria","3401 Civic Center Blvd","Philadelphia","PA","19104",39.94892,-75.193868,3.5,28,1,"Food, Health & Medical, Hospitals, Restaurants, Cafes"
"Paris Baguette","600 Washington Ave","Philadelphia","PA","19147",39.9344835,-75.1549941,4.5,25,1,"Food, Coffee & Tea, Bakeries, Patisserie/Cake Shop"
"Sutton's","1706 N 5th St","Philadelphia","PA","19122",39.9771594076,-75.1436727494,5,74,1,"American (Traditional), Cocktail Bars, Restaurants, Nightlife, Bars"
"Philadelphia Museum of Art","2600 Benjamin Franklin Pkwy","Philadelphia","PA","19130",39.965573,-75.180969,4.5,767,1,"Art Museums, Jazz & Blues, Arts & Crafts, American (New), Shopping, Museums, Nightlife, Art Galleries, Restaurants, Arts & Entertainment"
"Hawthornes Biercafé","738 S 11th St","Philadelphia","PA","19147",39.9410364,-75.1608686,4,716,1,"Breakfast & Brunch, American (Traditional), Food, American (New), Sandwiches, Restaurants, Beer, Wine & Spirits"
"The Bagel Hut","Montgomery St & Liacouras Walk","Philadelphia","PA","19122",39.980309,-75.156274,4.5,32,1,"Restaurants, Bagels, Food, Breakfast & Brunch, Sandwiches"
"Godshall's Poultry","51 N 12th St","Philadelphia","PA","19107",39.9531593,-75.1590984,4.5,20,1,"Meat Shops, Specialty Food, Food"
"Khmer Market","1501 S 6th St","Philadelphia","PA","19147",39.9299071,-75.1548818,4,5,1,"Ethnic Food, Imported Food, Grocery, Food, Specialty Food, Convenience Stores"
"Lorenzo's Pizza","900 Christian St","Philadelphia","PA","19147",39.9388819134,-75.1579891,3.5,107,1,"Cheesesteaks, Pizza, Restaurants, Burgers"
"CJ & Eck's","384 Shurs Ln","Philadelphia","PA","19128",40.025409,-75.212968,4,52,1,"Restaurants, American (Traditional), Sports Bars, Nightlife, Bars"
"Rita's Italian Ice","1901 W Oregon Ave","Philadelphia","PA","19145",39.9182896,-75.1807023,3.5,12,1,"Shaved Ice, Ice Cream & Frozen Yogurt, Desserts, Food"
"Wawa","4371 Richmond St","Philadelphia","PA","19137",39.996525,-75.0744153,3.5,12,1,"Sandwiches, Restaurants, Coffee & Tea, Delis, Breakfast & Brunch, Food"
"Bar 210","211 W Rittenhouse Sq, Rittenhouse Hotel","Philadelphia","PA","19103",39.949705,-75.172932,4.5,6,1,"Restaurants, Seafood, Bars, Wine Bars, Nightlife"
"Pho Cyclo Cafe","2124 S Broad St","Philadelphia","PA","19145",39.9237701,-75.1701907,4,71,1,"Restaurants, Vietnamese, Soup"
"The Foto Club","3743 Frankford Ave","Philadelphia","PA","19124",40.000822,-75.097048,4.5,5,1,"Dance Clubs, Social Clubs, Arts & Entertainment, Nightlife, Bars"
"Hemo's","37th St And Spruce St","Philadelphia","PA","19104",39.9509732529,-75.1970618339,4,67,1,"Food Stands, Restaurants, Sandwiches"
"Grumpy's Tavern","1525 S 9th St","Philadelphia","PA","19147",39.929865,-75.1596689,4,29,1,"Nightlife, Bars, Dive Bars"
"Cafe Walnut","703 Walnut St","Philadelphia","PA","19106",39.948124,-75.152821,4.5,128,1,"Bagels, Sushi Bars, Salad, Food, Coffee & Tea, Restaurants"
"Pho Washington","600 Washington Ave, Ste C & D","Philadelphia","PA","19147",39.9344835,-75.1549941,4,30,1,"Restaurants, Vietnamese"
"Vino Volo","Philadelphia International Airport, Terminal D/E","Philadelphia","PA","19153",39.8780119385,-75.2394390106,3.5,108,1,"Wineries, Food, Restaurants, Bars, Nightlife, Arts & Entertainment, Wine Bars, American (New)"
"Cannstatter Volksfest Verein","9130 Academy Rd","Philadelphia","PA","19114",40.054758,-75.008043,4,12,1,"German, Restaurants, Event Planning & Services, Caterers, Festivals, Venues & Event Spaces, Arts & Entertainment"
"Vic Sushi Bar","2035 Sansom St","Philadelphia","PA","19103",39.9515773,-75.174834,4,884,1,"Japanese, Sushi Bars, Restaurants"
"Spice C","131 N 10th St","Philadelphia","PA","19107",39.9543751,-75.155929,4,453,1,"Restaurants, Chinese, Comfort Food"
"Barbuzzo","110 S 13th St","Philadelphia","PA","19107",39.950007,-75.1621577,4.5,2893,1,"Mediterranean, Restaurants, Pizza, Italian"
"Frangelli's Bakery","847 W Ritner St","Philadelphia","PA","19148",39.919711,-75.1619599,4.5,161,1,"Restaurants, Food, Donuts, Bakeries"
"Chinatown Square","1016-18 Race St","Philadelphia","PA","19107",39.9553798614,-75.1566319,3.5,44,1,"Restaurants, Food Court, Cambodian"
"52nd Skyline Restaurant","47 S 52nd St","Philadelphia","PA","19139",39.9585731,-75.2248932,4,7,1,"Breakfast & Brunch, Restaurants, American (Traditional), Comfort Food"
"Twenty Manning","261 S 20th St","Philadelphia","PA","19103",39.9486521,-75.1741169,4,65,1,"Asian Fusion, Restaurants"
"Maxwells Carribean American Take Outs","2200 N 17th St","Philadelphia","PA","19132",39.9870409,-75.1612074,4,16,1,"Caribbean, Restaurants"
"The Better Box","8601 Frankford Ave","Philadelphia","PA","19136",40.0458955167,-75.0159519917,3.5,60,1,"Asian Fusion, Food, Food Trucks, Restaurants"
"Wendy's Deli","2312 S 7th St","Philadelphia","PA","19148",39.9200716,-75.159003,4,7,1,"Delis, Food, Restaurants, Mexican"
"Safa Persian Teahouse","4165 Main St","Philadelphia","PA","19127",40.0236254,-75.21984,5,45,1,"Tea Rooms, Food"
"Pizza Brain","2313 Frankford Ave","Philadelphia","PA","19125",39.9806746,-75.1280968,4,575,1,"Restaurants, Pizza, Specialty Food, Museums, Food, Arts & Entertainment"
"Oregon Express","2700 S Marvine St","Philadelphia","PA","19148",39.9161098,-75.1671811,4.5,18,1,"American (New), Restaurants"
"Merzbacher's of Germantown","4530 Germantown Ave","Philadelphia","PA","19144",40.0242390916,-75.1598716155,5,5,1,"Food, Bakeries"
"LeBus East Falls","4201 Ridge Ave","Philadelphia","PA","19129",40.0088924745,-75.1937016472,3.5,199,1,"Nightlife, Beer Bar, Burgers, Breakfast & Brunch, American (Traditional), Restaurants, Bars, Seafood"
"Lombard Cafe","542 Lombard St","Philadelphia","PA","19147",39.9429290453,-75.1520036906,4.5,57,1,"Coffee & Tea, Food, Bakeries"
"Temple University Hospital Cafeteria","3401 N Broad St","Philadelphia","PA","19140",40.0054237,-75.1507198,4,10,1,"Fast Food, Restaurants, Food"
"Fat Lady Brewing","4323 Main St","Philadelphia","PA","19127",40.0253102242,-75.2227694169,3.5,6,1,"Breweries, Food"
"Mt. Airy Deli","7200 Devon St","Philadelphia","PA","19119",40.0632429,-75.188104,4,125,1,"Cheesesteaks, Breakfast & Brunch, Restaurants, Delis"
"Subway","2217 S Broad St","Philadelphia","PA","19148",39.9224792054,-75.1696932142,3.5,10,1,"Restaurants, Sandwiches, Fast Food"
"Li'l Nick's Deli","1311 W Moyamensing Ave","Philadelphia","PA","19148",39.918657,-75.169555,5,17,1,"Restaurants, Delis"
"Pentridge Station Beer Garden","5116  Pentridge St","Philadelphia","PA","19143",39.9455249536,-75.2242228389,4.5,9,1,"Donuts, Food, Nightlife, Beer Gardens"
"Dim Sum House","1930 Chestnut St","Philadelphia","PA","19103",39.9518328,-75.173394,4,505,1,"Shanghainese, Tapas Bars, Cantonese, Seafood, Dim Sum, Chinese, Asian Fusion, Restaurants, Tapas/Small Plates, Szechuan"
"Bubby's Brisket & Bugsy's Weiners","103 N 15th St","Philadelphia","PA","19102",39.9548704,-75.1646958,4,28,1,"Hot Dogs, Burgers, Cheesesteaks, Restaurants"
"Ol' Boy's Soul Food","243 S 60th St","Philadelphia","PA","19139",39.957595,-75.241387,3.5,58,1,"Restaurants, Food, Soul Food"
"Starbucks","1900 Market St","Philadelphia","PA","19103",39.953314,-75.173079,3.5,35,1,"Restaurants, Coffee & Tea, Food, Cafes"
"Hunan Star","7203 Frankford Ave","Philadelphia","PA","19135",40.0359063,-75.0420708,3.5,34,1,"Restaurants, Chinese"
"Aldo Lamberti Trattoria","8500 Essington Ave","Philadelphia","PA","19153",39.874953,-75.241206,4.5,107,1,"Italian, Sandwiches, Pizza, Restaurants"
"Mariposa Food Co-op","4824 Baltimore Ave","Philadelphia","PA","19143",39.9479607,-75.2206709,4,76,1,"Health Markets, Grocery, Specialty Food, Vegetarian, Restaurants, Food, Vegan"
"Hiro Ramen House","1102 Chestnut St","Philadelphia","PA","19107",39.95001,-75.158862,4,435,1,"Soul Food, Fast Food, Restaurants, Vegetarian, Noodles, Ramen, Japanese, Vegan, Comfort Food"
"Los Cuatro Soles","1801 S Chadwick St","Philadelphia","PA","19145",39.9284853,-75.173034668,4.5,39,1,"Restaurants, Mexican"
"New Pizza Villa","7159 Torresdale Ave","Philadelphia","PA","19135",40.0290717,-75.0367804,3.5,22,1,"Restaurants, Pizza"
"Paprica Modern Mediterranean Grill","811 Sansom St","Philadelphia","PA","19107",39.9491547,-75.1545837,4.5,154,1,"Restaurants, Turkish, Mediterranean, Halal"
"Paris Baguette","923 Arch St","Philadelphia","PA","19107",39.9537172,-75.155701,4,132,1,"Food, Bakeries, Restaurants, Coffee & Tea, Patisserie/Cake Shop, Cafes, Desserts"
"New Star Pizza","2800 W Dauphin St","Philadelphia","PA","19132",39.9910933,-75.1787482,4,10,1,"Restaurants, Pizza"
"Her Place","1740 Sansom St","Philadelphia","PA","19103",39.9507452,-75.1701679,4.5,14,1,"French, Restaurants, Italian, Supper Clubs"
"Balboa Catering and Supper Club","4345 Orchard St","Philadelphia","PA","19124",40.0105246,-75.0856163,4.5,12,1,"Venues & Event Spaces, Arts & Crafts, Supper Clubs, Caterers, Cooking Classes, Restaurants, Shopping, Event Planning & Services"
"Quetzally","1225 Fitzwater St","Philadelphia","PA","19147",39.9416062,-75.163026,4,241,1,"Restaurants, Latin American, Tex-Mex, Mexican"
"Bill's Breakfast & Lunch","1312 Sansom St","Philadelphia","PA","19107",39.9498484,-75.1627607,4,132,1,"Breakfast & Brunch, Sandwiches, American (Traditional), Restaurants"
"Giorgio On Pine","1328 Pine St","Philadelphia","PA","19107",39.9453393812,-75.1644544588,4,954,1,"Pizza, Italian, Restaurants, Gluten-Free"
"Dolce Italian - Philadelphia","1437 Chestnut St","Philadelphia","PA","19102",39.9515299461,-75.1650634432,4,9,1,"Seafood, Pizza, Restaurants, Italian, Breakfast & Brunch"
"Lulu Cafe","4508 Walnut St","Philadelphia","PA","19139",39.9550208,-75.2121474,4.5,150,1,"Bubble Tea, Coffee & Tea, Shaved Ice, Taiwanese, Restaurants, Food"
"Bardot Cafe","447 Poplar St","Philadelphia","PA","19123",39.9664506632,-75.1455635682,4.5,154,1,"French, Cocktail Bars, Wine Bars, Lounges, American (New), Cafes, Beer Bar, Bars, Nightlife, Restaurants"
"Sotto","151 S 24th St","Philadelphia","PA","19103",39.9513494418,-75.1793946709,4,175,1,"Restaurants, Desserts, Food, Italian, Pizza"
"Maxi Gastronome","10155 Verree Rd","Philadelphia","PA","19116",40.1026609943,-75.0307999645,3.5,6,1,"Russian, Restaurants, Ukrainian"
"Rebel Yoga Studio","8020 Germantown Ave","Philadelphia","PA","19118",40.0711748,-75.2014456,5,12,1,"Juice Bars & Smoothies, Active Life, Food, Women's Clothing, Fashion, Sporting Goods, Sports Wear, Yoga, Fitness & Instruction, Kombucha, Shopping"
"Kusina Philly","4612 Woodland Ave","Philadelphia","PA","19143",39.9439712,-75.2099137,4.5,47,1,"Food, Desserts, Filipino, Restaurants"
"Gatehouse ","4503 S Broad St","Philadelphia","PA","19112",39.8966261,-75.1754003,3.5,73,1,"Restaurants, Italian, Event Planning & Services, Venues & Event Spaces, Nightlife, Bars"
"Charlie's Pizzeria","4300 Roosevelt Blvd","Philadelphia","PA","19124",40.0299782,-75.1052559,4,61,1,"Pizza, Restaurants"
"Banana Mousse","5602 Spruce St","Philadelphia","PA","19139",39.9554637,-75.2342304,3.5,24,1,"Food, Desserts, Pet Adoption, Pets, Ice Cream & Frozen Yogurt"
"Hoagies Plus","752 E Tioga St","Philadelphia","PA","19134",40.0011962,-75.1146186,4,16,1,"Sandwiches, Salad, Restaurants, Delis"
"Dahlak","4708 Baltimore Ave","Philadelphia","PA","19143",39.9483841,-75.2173556,3.5,164,1,"Ethiopian, Dive Bars, Bars, Nightlife, Restaurants"
"ICI Macarons & Cafe","230 Arch St","Philadelphia","PA","19106",39.9519105,-75.1443815,5,276,1,"Desserts, Bakeries, Food, Coffee & Tea, Specialty Food, Macarons"
"Vault + Vine","3507 Midvale Ave","Philadelphia","PA","19129",40.0137038,-75.1926351,4.5,114,1,"Home & Garden, Shopping, Florists, Flowers & Gifts, Coffee & Tea, Food"
"Mangia Macaroni","1543 Spring Garden St","Philadelphia","PA","19130",39.9630572,-75.1643311,4,69,1,"Sandwiches, Pasta Shops, Italian, Restaurants, Food, Delis, Specialty Food"
"The Breakfast Den","1500 South St","Philadelphia","PA","19146",39.943759,-75.167337,4,83,1,"Restaurants, Breakfast & Brunch, Sandwiches"
"The Black Cat Tavern On 12th","2654 S 12th St","Philadelphia","PA","19148",39.91654,-75.1677739,5,40,1,"Beer Bar, Dive Bars, Gastropubs, Cocktail Bars, Nightlife, Bars, Restaurants"
"Schmear It","19 S 12th St","Philadelphia","PA","19107",39.9513058,-75.1599019,4.5,13,1,"Bagels, Food Trucks, Food"
"Twin Smoke Shoppe","1537 S 10th St","Philadelphia","PA","19147",39.929654,-75.1613069,4.5,25,1,"Bars, Arts & Crafts, Shopping, Event Planning & Services, Cards & Stationery, Flowers & Gifts, Nightlife, Cocktail Bars, Tobacco Shops"
"La Fusion ","1100 Washington Ave","Philadelphia","PA","19147",39.936254,-75.162051,3.5,30,1,"Lounges, Sushi Bars, Thai, Nightlife, Japanese, Bars, Asian Fusion, Restaurants"
"Delmar Bar & Lounge","304 W Chelten Ave","Philadelphia","PA","19144",40.0300677,-75.180271,4.5,8,1,"Nightlife, Bars, Dive Bars"
"Nicoletti Beverage Center","7040 State Rd","Philadelphia","PA","19135",40.0240264,-75.0361858,4,5,1,"Breweries, Beer, Wine & Spirits, Food"
"Adelie Coffee House","6610 Germantown Ave, Ste 101","Philadelphia","PA","19119",40.050681,-75.1851122,5,10,1,"Restaurants, Food, Coffee & Tea, Cafes, Breakfast & Brunch"
"Trio","2601 Pennsylvania Ave","Philadelphia","PA","19130",39.9689060509,-75.1810369268,3.5,184,1,"Restaurants, Seafood, Thai"
"Ox Coffee","616 S 3rd St","Philadelphia","PA","19147",39.9409074,-75.1477406,4.5,99,1,"Coffee Roasteries, Coffee & Tea, Food, Juice Bars & Smoothies, Bakeries"
"The Original Turkey","45 N 12th St","Philadelphia","PA","19107",39.953049478,-75.1594718185,4.5,213,1,"Sandwiches, Restaurants, Specialty Food, Food, American (Traditional), Comfort Food"
"Halal Gyro Express","1880 John F Kennedy Blvd","Philadelphia","PA","19103",39.9543180934,-75.1712594915,4.5,41,1,"Restaurants, Food, Imported Food, Halal, Specialty Food, Street Vendors, Ethnic Food, Middle Eastern, Gluten-Free"
"Di Bruno Bros.","1701 Jfk Blvd","Philadelphia","PA","19103",39.954251,-75.168476,3.5,60,1,"Sandwiches, Italian, Delis, Food, Specialty Food, Restaurants, Cheese Shops, Meat Shops"
"Tot Cart","13TH St Between Montgomery And Norris Sts","Philadelphia","PA","19121",39.9853927,-75.1762181,4,35,1,"Food Trucks, Food"
"Lamberti Pizza and Market","707 Chestnut St","Philadelphia","PA","19106",39.9497346448,-75.1526048407,4.5,11,1,"Sandwiches, Pizza, Restaurants, Italian"
"Yong Hwa Roo","6779 N 5th St","Philadelphia","PA","19126",40.0547178,-75.1260501,4,49,1,"Korean, Restaurants"
"Reanimator Coffee","1248 S Clarion St","Philadelphia","PA","19147",39.9340325,-75.1660499,4.5,11,1,"Cafes, Coffee Roasteries, Coffee & Tea, Food, Restaurants"
"Lore's Chocolates","34 S 7th St","Philadelphia","PA","19106",39.9498263,-75.1524506,4.5,98,1,"Chocolatiers & Shops, Desserts, Food, Specialty Food, Candy Stores"
"Fette Sau","1208 Frankford Ave","Philadelphia","PA","19125",39.9692358,-75.134788,4,631,1,"Barbeque, Restaurants"
"Philly Pretzel Factory","8800 Essington Ave, Terminal F","Philadelphia","PA","19153",39.8805791544,-75.2375794521,3.5,32,1,"Bakeries, Food, Pretzels, Restaurants, Hot Dogs"
"Lipkin Bakery","8013 Castor Ave","Philadelphia","PA","19152",40.0620366,-75.0554678,3.5,81,1,"Food, Bagels, Bakeries, Desserts"
"Race Street Cafe","208 Race St","Philadelphia","PA","19106",39.9537127,-75.1434447561,4,315,1,"Restaurants, American (New), Cafes, Nightlife, American (Traditional), Bars"
"Bo Wah","7008 Elmwood Ave","Philadelphia","PA","19142",39.9168703,-75.2375485,4,6,1,"Chinese, Restaurants"
"Green Papaya Cafe","7933 Bustleton Ave","Philadelphia","PA","19152",40.05767,-75.0525017,5,31,1,"Cafes, Restaurants"
"Santucci's Original Square Pizza","6164 Ridge Ave","Philadelphia","PA","19128",40.0348466,-75.21703,3.5,80,1,"Pizza, Restaurants"
